Kitty Shannon	['illustrator']	Kitty Shannon (3 February 1887 – 24 November 1974), English artist and illustrator.
Chairperson	['position', 'corporate title', 'occupation']	The chairperson (also chair, chairman, or chairwoman) is the presiding officer of an organized group such as a board, committee, or deliberative assembly.
Rebecca Sjöwall	['singer', 'opera singer']	Rebecca Sjöwall is an American opera singer and recording artist.
Pierre Gallien	['sport cyclist']	Pierre Gallien (19 November 1911 – 28 May 2009) was a French professional road bicycle racer, who won one stage in the 1939 Tour de France.
Krewe of Orpheus	['organization']	The Krewe of Orpheus is a New Orleans Mardi Gras super krewe and social organization.
Fulvous-breasted woodpecker	['taxon']	The fulvous-breasted woodpecker (Dendrocopos macei) is a species of bird in the family Picidae.
Beaufort-Jasper Water and Sewer Authority	['government agency', 'business', 'water utility']	The Beaufort-Jasper Water and Sewer Authority (often shortened to BJWSA) is a public water system and non-profit corporation which handles water and wastewater operations for many areas in Beaufort and Jasper counties in the Lowcountry region of South Carolina.
Nurol Bank	['bank']	Nurol Yatirim Bankasi, referred to as Nurol Bank in English, is a financial services company based in Turkey.
Chris Ashby	['lawyer']	Chris Ashby is a Republican campaign finance and election lawyer.
1906 Colorado Silver and Gold football team	['American football team season']	The 1906 Colorado Silver and Gold football team was an American football team that represented the University of Colorado during the 1906 college football season.
XHCJH-TDT	['television station']	XHCJH-TDT (physical channel 36, virtual channel 20) is the Ciudad Juárez television station that is owned and operated by TV Azteca.
Vikšrupis	['watercourse']	The Vikšrupis is a river of  Kėdainiai district municipality, Kaunas County, central Lithuania.
Angela Wright-Scott	['hurdler']	Angela Wright-Scott (born November 10, 1961) is an American hurdler.
Steubenville Female Seminary	['Female seminary']	Steubenville Female Seminary, also known as Beatty's Seminary for Young Ladies or Steubenville Seminary, was a female seminary in Steubenville, Ohio.
1966 Newfoundland general election	['election']	The 1966 Newfoundland general election was held on 8 September 1966 to elect members of the 34th General Assembly of Newfoundland, the sixth general election for the province of Newfoundland, Canada.
Oberea palawanensis	['taxon']	Oberea palawanensis is a species of beetle in the family Cerambycidae.
Iulian Raicea	['priest', 'sport shooter']	Iulian Raicea (born 4 March 1973) is a Romanian sport shooter who competed in the 1992 Summer Olympics, in the 1996 Summer Olympics, in the 2000 Summer Olympics, in the 2004 Summer Olympics, and in the 2008 Summer Olympics.
Nawabs of Bhopal	['royal or noble rank', 'position']	The Nawabs of Bhopal were the Muslim rulers of Bhopal, now part of Madhya Pradesh, India.
Andrus Island	['island']	Andrus Island is an island in the Sacramento-San Joaquin River Delta in Sacramento County, California, twenty kilometres northeast of Antioch.
Abid Nabi	['cricketer']	Abid Nabi (born 26 December 1985 in Srinagar, Jammu & Kashmir, India) is an Indian cricketer who plays for Jammu and Kashmir.
Maslinica	['human settlement']	Maslinica  (Italian: Porto Olivetto) is a port village on the island of Šolta in Croatia in the Split-Dalmatia County.
Margaret Sarah Carpenter	['painter']	Margaret Sarah Carpenter (née Geddes, 1793 – 13 November 1872), was an English painter.
Equestrian of Simón Bolívar	['sculpture']	Equestrian of Simón Bolívar is a public artwork by American artist Felix de Weldon.
1916–1921 Club	['voluntary association']	The 1916–1921 Club was founded in the 1940s.
P-70 Ametist	['anti-ship missile']	The P-70 Ametist (NATO reporting name SS-N-7 Starbright, GRAU designation 4K66; Russian: П-70 «Аметист» 'Amethyst') was an anti-ship missile carried by Soviet and Indian Charlie-I submarines, as well as the Soviet Papa class submarine.
Harry Feather	['rugby league player']	Harry Feather (birth unknown - death unknown) was an English professional rugby league footballer who played in the 1900s.
Montelibretti	['comune of Italy']	Montelibretti is a town and comune (municipality) in the Metropolitan City of Rome in the Italian region Lazio, located about 30 kilometres (19 mi) northeast of Rome on the slopes of Monti Sabini.
Paudash Lake	['glacial lake']	Paudash Lake is a lake in south central Ontario southwest of Bancroft along Highway 28.
Guillaume Faye	['pornographic actor', 'journalist', 'lecturer', 'political activist', 'essayist', 'non-fiction writer', 'political theorist']	Guillaume Faye (French: [faj]; 7 November 1949 – 7 March 2019) was a French journalist, writer, and advocate of identitarianism as part of the French New Right.
Jadun	['family name']	The Jadoon, also called Jadun or Gadun (Pashto: ږدون , Urdu: جدون‎, Hebrew: ג'אדון), are a Pashtun tribe.
Lee Chung-yong	['association football player']	Lee Chung-yong (Korean: 이청용; Hanja: 李靑龍; Korean pronunciation: [i.
Flipper's New Adventure	['film']	Flipper's New Adventure (known in some countries as Flipper and the Pirates) is an American feature film released on June 24, 1964 by Metro-Goldwyn-Mayer, written by Art Arthur, and directed by Leon Benson.
Public Counsel	['nonprofit organization', 'business']	Public Counsel is the largest pro bono public interest law firm in the world.
Suroso	['association football player']	Suroso (born Sidoarjo, East Java, 24 April 1981) is an Indonesian footballer who plays for Bhayangkara F.
Dead Germans in a Trench	['painting']	Dead Germans in a Trench is a 1918 oil painting by Irish artist William Orpen, made during the First World War.
Cussonia sphaerocephala	['taxon']	Cussonia sphaerocephala is a species of tree in the family Araliaceae.
Tyler's mouse opossum	['taxon']	Tyler's mouse opossum (Marmosa tyleriana) is a South American marsupial of the family Didelphidae.
Cause-de-Clérans	['commune of France']	Cause-de-Clérans  is a commune in the Dordogne department in Nouvelle-Aquitaine in southwestern France.
Bururi	['city']	Bururi is a city located in southern Burundi.
Kyra Davis	['novelist']	Kyra Davis is a New York Times bestselling American novelist, best known for her Just One Night trilogy and the Sophie Katz mystery series.
Shinyei Nakamine	['military personnel']	Shinyei Nakamine (January 21, 1920 – June 2, 1944) was a United States Army soldier.
Raising the Roof	['film']	Raising the Roof is a 1972 British comedy film directed by Michael Forlong and featuring Michael Gould, Patricia Davis, Roy Kinnear, David Lodge and Patricia Hayes.
Troy Reeb	['news presenter', 'correspondent', 'journalist', 'political journalist']	Troy Reeb (born November 6, 1969) is a Canadian media executive and former journalist who currently serves as executive vice president of broadcast networks for all Corus Entertainment properties, including the Global Television Network.
Lønset Church	['church building', 'cultural property']	Lønset Church (Norwegian: Lønset kirke) is a parish church in Oppdal municipality in Trøndelag county, Norway.
Kirkoswald Castle	['castle']	Kirkoswald Castle is located to the southeast of the village of Kirkoswald, Cumbria, England.
Tranilast	['chemical compound', 'medication']	Tranilast (INN, brand name Rizaben) is an antiallergic drug.
Werner Abelshauser	['economist', 'historian', 'university teacher', 'economic historian']	Werner Abelshauser (born 24 November 1944 in Wiesloch near Heidelberg) is a German economic historian.
Yang Hee-kyung	['actor', 'singer', 'film actor']	Yang Hee-kyung (born December 3, 1954) is a South Korean actress.
Platinum tetrafluoride	['chemical compound']	Platinum tetrafluoride is the inorganic compound with the chemical formula PtF4.
Hope Uzodinma	['politician']	Hope Uzodinma is a Nigerian politician who was elected Senator for the Orlu (Imo West) constituency of Imo State, Nigeria, in the April 2011 federal elections.
Limestone Coast	['geographic region']	The Limestone Coast is a name used since the early twenty-first century for a South Australian government region  located in the south east of South Australia which immediately adjoins the continental coastline and the Victorian border.
Gonioloboceratoidea	['fossil taxon']	Gonioloboceratoidea is one of seventeen superfamilies of the Goniatitina suborder.
Acmaeodera	['taxon']	Acmaeodera is a genus of beetles in the family Buprestidae, a group of metallic wood-boring beetles favored by insect collectors.
Bon-e Gonbad	['human settlement']	Bon-e Gonbad (Persian: بن گنبد‎, also Romanized as Bon Gonbad; also known as Bān Gonbad, Bankunbad, and Boneh Gonbad) is a village in Malmir Rural District, Sarband District, Shazand County, Markazi Province, Iran.
Wilmington Pirates	['baseball team']	The Wilmington Pirates were a minor league baseball team located in Wilmington, North Carolina.
Aysén Region	['region of Chile']	The Aysén del General Carlos Ibáñez del Campo Region (Spanish: Región de Aysén, pronounced [ai̯ˈsen], or XI Región de Aysén del General Carlos Ibáñez del Campo), often shortened to Aysén Region or Aisén, is one of Chile's 16 first order administrative divisions.
Milion	['milestone', 'ruins', 'tetrapylon', 'geodetic reference system']	The Milion (Greek: Μίλιον or Μίλλιον, Míllion; Turkish: Milyon taşı) was a monument erected in the early 4th century AD in Constantinople (modern-day Istanbul, Turkey).
Vysoká Libyně	['municipality of the Czech Republic']	Vysoká Libyně is a village and municipality (obec) in Plzeň-North District in the Plzeň Region of the Czech Republic.
Patrick Ricard	['business executive']	Patrick Ricard (12 May 1945 – 17 August 2012) was a French entrepreneur and Chairman and CEO of the liquor and wine group Pernod Ricard.
Arthur Dight	['politician']	Arthur Dight (6 June 1819 – 31 July 1895) was an Australian politician.
Turbonilla rodejai	['taxon']	Turbonilla rodejai is a species of sea snail, a marine gastropod mollusk in the family Pyramidellidae, the pyrams and their allies.
Igor Cássio	['association football player']	Igor Cássio Vieira dos Santos (born 30 June 1998), known as Igor Cássio, is a Brazilian footballer who plays for Botafogo as a forward.
Egesina setosa	['taxon']	Egesina setosa is a species of beetle in the family Cerambycidae.
Radio Amber	['radio station']	Radio Amber is a Bangladeshi FM radio station, the headquarter of which radio is situated in Dhaka.
John Charles Pritz	['military personnel']	Commodore John Charles Pritz (Portuguese: João Carlos Pedro Pritz) was a Danish mariner who had a career with the Brazilian Imperial Navy during the Cisplatine War.
Xerocrassa barceloi	['taxon']	Xerocrassa barceloi is a species of air-breathing land snail, a pulmonate gastropod mollusk in the family Geomitridae, the hairy snails and their allies.
Lévon Sayan	['record producer', 'musician', 'impresario', 'opera singer']	Lévon Sayan or Levon Sanosyan (Armenian: Լևոն Սայան, born December 17, 1934) is a French-Armenian impresario and producer, as well as an operatic tenor.
Presence of Mind	['film']	Presence of Mind is a 1999 Spanish-American drama film directed by Antoni Aloy.
Grigor Vachkov	['actor', 'stage actor', 'television actor']	Grigor Vachkov, often called Grishata (Bulgarian: Григор Вачков - Гришата; 26 May 1932 – 18 March 1980) was a Bulgarian theater and film actor, honored with the award of "People's actor" in the People's Republic of Bulgaria.
René Matteau	['politician']	René Matteau (died 10 March 2012)  was a Canadian politician and a former Mayor of Trois-Rivières.
Diamond Multimedia	['business', 'enterprise']	Diamond Multimedia is an American company that specializes in many forms of multimedia technology.
Longue Vue Island	['house', 'river island']	Longue Vue Island is an island located in the Thousand Islands region on the Saint Lawrence River.
